            -1.098612288668110            -1.603009492035202             -1.053114436627680             -0.799835407588905             -0.666189224527489             -0.585659240908482             -0.532750321445840             -0.495940686662387             -0.469242146994823             -0.449229676057220             -0.433812755196362 
             -2.197224577336220            -2.789082096295585             -2.230504066729619             -1.927443115550144             -1.740388367214408             -1.612283281535617             -1.518790908021022             -1.447690132939605             -1.392009014937406             -1.347416269495641             -1.311057562646788 
             -3.401197381662155            -4.053688003761747             -3.548918840504628             -3.277322229486718             -3.103293553216055             -2.975046358342299             -2.872471544386628             -2.786637019932479             -2.713059272498179             -2.649211842870569             -2.593478116658896 
             -4.553876891600541            -5.225102969630495             -4.748145995852551             -4.501444239996152             -4.350444345135933             -4.243095727646852             -4.158556989034491             -4.087137410871738             -4.023819101949758             -3.965901151172148             -3.911979760494226 
             -5.703782474656201            -6.374615619397400             -5.912840012378604             -5.676815050950652             -5.536413243757035             -5.440508000786581             -5.368375328922490             -5.310165681493545             -5.260491651468726             -5.216097138611465             -5.174898118562196 
             -6.845879875264050            -7.495180802445540             -7.056282642553386             -6.826363417788697             -6.690096915495384             -6.598603327584772             -6.531589122257688             -6.479395496952599             -6.436765043386797             -6.400514655301409             -6.368549240590619 
             -7.987524479848767            -8.590159103144320             -8.189860342633244             -7.967737869237898             -7.833743025223448             -7.743760393673488             -7.678316384148355             -7.627970652811424             -7.587585662004126             -7.554081780608508             -7.525464687583351 
             -9.128587870103924            -9.649225687712804             -9.307958260858152             -9.100625725633249             -8.970071648527684             -8.881102251448340             -8.816160518173090             -8.766271392949879             -8.726463964406872             -8.693759534215690             -8.666253817971432 
            -10.269761280394130           -10.664890345924482            -10.398836536175372            -10.216889540212058            -10.093321988660103            -10.005783459581057             -9.940552444171438             -9.889765773367815             -9.848815543566863             -9.814867855288158             -9.786090836568006 
            -11.410859516261832           -11.621043407148166            -11.436021473234343            -11.290590825251192            -11.179926599149791            -11.095227276045042            -11.028798773098625            -10.975155446774723            -10.930628904875348            -10.892782400653180            -10.859968949996849 
            -12.551954048213746           -12.476539058931527            -12.363210688133588            -12.259628901617322            -12.168415992327819            -12.089656550066929            -12.021967198597125            -11.963485282874759            -11.912429635400954            -11.867310286873147            -11.826953107466810 
            -13.693044574403508           -13.129472779815876            -13.067946468046987            -13.003729558620229            -12.938667012650660            -12.874564519031649            -12.812876575799548            -12.754544562336635            -12.700005303821206            -12.649307689709058            -12.602257864878583 
 
